Nazwa_hotelu,Opis,Kraj,Region,Adresy URL zdjęcia
Hotel THB Ocean Beach,"""Odpoczywaj pod palmami, tańcz pod gwiazdami! Połączenie idealne dla osób pragnących zarówno zrelaksować się przy ładnym widoku, jak i tych, którzy wypatrują w wakacjach świetnej zabawy. Odpoczniesz nie tylko w zadbanej strefie basenowej, ale i na pięknej plaży, która jest zaledwie parę kroków stąd! Rozrywkę zapewni tutejszy klub plażowy – jeśli jesteś fanem nocnych imprez to będzie strzał w dziesiątkę! Chwalony za profesjonalny serwis i doskonałą lokalizację, dedykowany dla dorosłych Gości, jest świetną bazą wypadową do poznania uroków Sant Antoni de Portmany – warto wypożyczyć rower, by aktywnie zwiedzić okolicę na dwóch kółkach!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_THB_Ocean_Beach.jpg
Hotel Osiris Ibiza,"""Plażowy hotel w pobliżu atrakcji rozrywkowego San Antonio! Wygodny i zadbany, zaprasza na beztroski wypoczynek w rodzinnej atmosferze. W hotelu jest basen z tarasem do opalania i widokiem na morze oraz kort tenisowy, tylko kilka kroków stąd do plaży. Na miejscu wypożyczalnia rowerów – doskonały pomysł na zwiedzenie okolicy.""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Osiris_Ibiza.jpg
Hotel Cala San Miguel,"""Zaplanuj wyjątkowy urlop na słonecznej Ibizie! Wybierz nowoczesny hotel znanej i lubianej sieci Barceló. Dedykowany wyłącznie dorosłym Gościom – idealnie sprawdzi się na beztroski wypoczynek blisko pięknej zatokowej plaży. Spędź radośnie czas – zrelaksuj przy basenie z orzeźwiającym drinkiem w ręku, wyrusz na wycieczkę po wspaniałej okolicy, a wieczorem udaj się do jednego z legendarnych klubów i baw się do białego rana!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Cala_San_Miguel.jpg
Hotel THB Los Molinos,"""Spędź niezapomniany urlop w prawdziwej oazie spokoju na wiecznie roztańczonej wyspie! Położony wzdłuż malowniczej wybrzeża Morza Śródziemnego hotel w stylu adults only zapewni Ci relaks, jakiego jeszcze nie doświadczyłeś! Zapierające dech widoki na morze, smaczna kuchnia, wygodne pokoje i świetnie wyposażone centrum spa – każda chwila tutaj jest zaprojektowana tak, aby były to Twoje najlepsze wakacje. Odpocznij przy błyszczącym basenie, wybierz się do urokliwego Starego Miasta lub odkryj tętniące życiem nocne życie wyspy i spraw sobie piękne wspomnienia na lata.""",hiszpania,ibiza,hiszpania_ibiza_Hotel_THB_Los_Molinos.jpg
Els Pins Resort & Spa,"""Nowoczesny i minimalistyczny, położony w malowniczej zatoce San Antonio z cudownym widokiem na morze, ma wszystko, czego potrzebujesz, by cieszyć się niesamowitymi wakacjami na Ibizie. Zaprojektowany tak, aby spełnić oczekiwania zarówno par, jak i rodzin z dziećmi, oferuje szereg udogodnień i wakacyjnych atrakcji. Goście mają do dyspozycji aż 3 baseny, w tym 1 przygotowany dla najmłodszych, wygodne i funkcjonalnie urządzone pokoje z dostępem do internetu, a także 2 bary i 2 restauracje, gdzie możesz delektować się pyszną i urozmaiconą kuchnią śródziemnomorską. Z kolei na spragnionych relaksu czeka eleganckie spa z krytym basenem, sauną i bogatą ofertą zabiegów oraz masaży. Do tego doskonała lokalizacja: kilka kroków od plaży z drobnym piaskiem i krystalicznie czystą wodą, blisko popularnego San Antonio pełnego klubów i barów oraz niedaleko wielu atrakcji turystycznych. Zapraszamy na wakacje, na które naprawdę zasługujesz!""",hiszpania,ibiza,hiszpania_ibiza_Els_Pins_Resort_&_Spa.jpg
Hotel THB Ocean Beach,"""Odpoczywaj pod palmami, tańcz pod gwiazdami! Połączenie idealne dla osób pragnących zarówno zrelaksować się przy ładnym widoku, jak i tych, którzy wypatrują w wakacjach świetnej zabawy. Odpoczniesz nie tylko w zadbanej strefie basenowej, ale i na pięknej plaży, która jest zaledwie parę kroków stąd! Rozrywkę zapewni tutejszy klub plażowy – jeśli jesteś fanem nocnych imprez to będzie strzał w dziesiątkę! Chwalony za profesjonalny serwis i doskonałą lokalizację, dedykowany dla dorosłych Gości, jest świetną bazą wypadową do poznania uroków Sant Antoni de Portmany – warto wypożyczyć rower, by aktywnie zwiedzić okolicę na dwóch kółkach!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_THB_Ocean_Beach.jpg
Hotel Grand Palladium Palace Ibiza Resort & Spa,"""Nowoczesny i komfortowy, położony bezpośrednio przy pięknej, piaszczystej plaży Playa den Bossa – najdłuższej na Ibizie, jest idealnym miejscem na wymarzone wakacje. Zarządzany z dbałością o środowisko naturalne, oferuje wysoki standard serwisu oraz bardzo dobrą jakość usług. Na miejscu moc atrakcji dla dorosłych i dzieci – duże baseny, brodzik, minikluby z profesjonalnymi animatorami i bogata infrastruktura sportowo-rekreacyjna. Profesjonalne spa to świetne miejsce na relaks. Nowoczesny design, baseny z hydromasażem i szeroka oferta zabiegów pozwolą ukoić wszystkie zmysły. Atutem hotelu jest urozmaicona formuła all inclusive z napojami i przekąskami w ciągu dnia, a wygodne i przestronne pokoje wyposażone w wanny z hydromasażem to gwarancja komfortowego wypoczynku po aktywnym dniu.""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Grand_Palladium_Palace_Ibiza_Resort_&_Spa.jpg
Hotel Barceló Portinatx,"""Elegancki, niedawno odnowiony hotel firmowany przez renomowaną sieć Barceló, znaną z profesjonalnego serwisu i doskonałej obsługi, zaprasza na komfortowe wakacje w formule tylko dla dorosłych. Rewelacyjnie położony w cichej i spokojnej okolicy, przy urokliwej zatoczce, oferuje pełen relaks, a także wiele możliwości uprawiania sportów. Piaszczysta plaża jest na wyciągnięcie ręki, na miejscu są 2 baseny, a z hotelowego tarasu na dachu można podziwiać wspaniałe zachody słońca słuchając didżejskich sesji na żywo. Nowoczesne, urządzone w skandynawskim stylu pokoje zostały zaprojektowane z myślą o najbardziej wymagających Gościach i zapewniają idealną przestrzeń do wypoczynku. Wspaniała propozycja na romantyczne wakacje we dwoje.""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Barceló_Portinatx.jpg
Abba Sevilla Hotel,"""Witaj w tętniącym życiem sercu Sewilli! Zanurz się w bogatej historii miasta i poznaj jego największe atrakcje – zaledwie krótki spacer dzieli Cię od sławnego pałacu Alkazar czy Placu Hiszpańskiego. Do tego doskonała komunikacja i bliskość przystanków sprawią, że szybko i łatwo zwiedzisz położone nieco dalej znane miejsca i lokalne perełki. Zlokalizowany przy charakterystycznej konstrukcji Setas de Sevilla na placu La Encarnación, łączy wyrafinowany styl z nowoczesnymi rozwiązaniami technologicznymi, tak aby spędzony tutaj czas wiązał się z najwyższym komfortem wypoczynku. Niezależnie czy podróżujesz z rodziną czy w interesach, urzekną Cię przestronne i wyjątkowo zadbane pokoje, a hotelowy taras z niewielkim basenem i zachwycającym widokiem na miasto stanie się Twoim ulubionym miejscem relaksu w czasie pobytu.""",hiszpania,sewilla,hiszpania_sewilla_Abba_Sevilla_Hotel.jpg
Hotel Catalonia Giralda,"""Stylowy hotel w zabytkowym centrum pięknej Sewilli zaprasza na komfortowy wypoczynek po intensywnym zwiedzaniu lub biznesowych spotkaniach. Swoją nazwę wziął od słynnej dzwonnicy katedry, znajdującej się w jego pobliżu. Stąd wszędzie jest blisko – zarówno do wspaniałych zabytków stolicy Andaluzji, jak i barów tapas, restauracji oraz najsłynniejszych ulic handlowych. Na miejscu do dyspozycji Gości jest restauracja śniadaniowa, snack bar, siłownia, nieduży kryty basen oraz funkcjonalnie urządzone pokoje.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Catalonia_Giralda.jpg
Hotel H10 Corregidor Boutique,"""Pełen uroku butikowy hotel, całkowicie odnowiony w 2021 roku. Goście doceniają rewelacyjne położenie w zabytkowym centrum miasta i dzielnicy handlowej, w pobliżu głównych atrakcji turystycznych stolicy Andaluzji. Hotel wyróżnia się eleganckim i ponadczasowym stylem, zachowując całą esencję Sewilli. Oferuje komfortowe pokoje, restaurację serwującą śniadania oraz taras na andaluzyjskim dziedzińcu z typową fontanną oraz bramą z kutego żelaza z końca XIX w. i płytkami ceramicznymi pochodzącymi z Wystawy Światowej w Sewilli w 1929 r.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_H10_Corregidor_Boutique.jpg
Hotel Barceló Sevilla Renacimiento,"""Luksusowy, zaprojektowany z rozmachem oferuje najwyższy standard gwarantowany przez znaną polskim turystom sieć Barceló. Już na wstępie intryguje nowoczesną formą budynków, położonych nad brzegiem rzeki Gwadalkiwir. Hotel jest dobrze skomunikowany z centrum Sewilli, a wielką atrakcją dla rodzin z dziećmi jest Isla Mágica – park rozrywki, położony dwa kroki stąd. Na miejscu Goście mają do wyboru kilka restauracji, basen zewnętrzny i kryty, siłownię, oraz przestronne, gustownie urządzone pokoje. Nowoczesne centrum konferencyjne polecamy organizatorom prestiżowych konferencji i eventów.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Barceló_Sevilla_Renacimiento.jpg
Hotel H10 Casa de la Plata,"""Nowoczesny, niezwykle stylowy i elegancki leży przy popularnym deptaku w samym historycznym centrum miasta. Oryginalny wystrój wnętrz, inspirowany typowym sewilskim domem, łączy tradycyjne elementy, takie jak ceramika i kafelki typowe dla Sewilli, z bardziej współczesnymi elementami. Hotel oferuje komfortowe, szykowne pokoje, klimatyczną restaurację śniadaniową z uroczym patio w andaluzyjskim stylu, bar, a także malowniczy taras z niedużym basenem i panoramicznym widokiem na miasto.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_H10_Casa_de_la_Plata.jpg
Hotel Vincci La Rábida,"""Położony blisko centrum i największych zabytków Sewilli jest doskonałą propozycją na hiszpański city break w stolicy flamenco! Do takich atrakcji turystycznych, jak Katedra Najświętszej Marii Panny czy pałac Alcázar dotrzesz krótkim spacerem. Warto wybrać się też nieco dalej, by na żywo zobaczyć Torre del Oro i słynny Plac Hiszpański. Spotkanie z historią czeka też na miejscu – hotel mieści się bowiem w jednym z najbardziej charakterystycznych andaluzyjskich pałaców z XVIII wieku! Do dyspozycji Gości bar na dachu, gdzie możesz zrelaksować się po dniu spędzonym na aktywnym zwiedzaniu. Chwalony za smaczną i urozmaiconą kuchnię oraz miłą i pomocną obsługę.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Vincci_La_Rábida.jpg
Hotel Vincci Molviedro,"""Elegancki hotel położony w doskonałej lokalizacji, w odległości spaceru od katedry Najświętszej Marii Panny i pałacu Alkazar, jest świetną opcją dla osób, które pragną połączyć wypoczynek ze zwiedzaniem największych atrakcji Sewilli. Gustownie urządzone wnętrza łączą w sobie barwne, andaluzyjskie akcenty, stylowe i komfortowe pokoje są wyposażone we wszystkie potrzebne wygody, a miła i pomocna obsługa charakteryzuje się indywidualnym podejściem do każdego Gościa. Dużym atutem hotelu jest taras z basenem na dachu – idealne miejsce do odpoczynku po aktywnie spędzonym dniu. Chwalony także za smaczne śniadania, wspaniałą atmosferę i wysoką jakość usług.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Vincci_Molviedro.jpg
Hotel Meliá Sevilla,"""Wysoki standard hotelu należącego do światowej sieci Meliá i doskonała jakość świadczonych usług sprawiają, że pobyt w tym miejscu to świetny wybór dla wszystkich szukających komfortowego i aktywnego wypoczynku. Dzięki bliskiemu położeniu od centrum Sewilli, jest idealny na city break w promieniach hiszpańskiego słońca. Będąc na miejscu koniecznie wybierz się na Plac Hiszpański, zobacz także fascynujący pałac Alcázar i Katedrę Najświętszej Marii Panny. Na miejscu duży basen, w którym możesz popływać lub zrelaksować się na leżaku po dniu intensywnego zwiedzania stolicy flamenco. Do dyspozycji Gości także 2 restauracje, w tym 1 z tarasem i bar oraz doskonałe zaplecze konferencyjne.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Meliá_Sevilla.jpg
Hotel Barceló Sevilla Renacimiento,"""Luksusowy, zaprojektowany z rozmachem oferuje najwyższy standard gwarantowany przez znaną polskim turystom sieć Barceló. Już na wstępie intryguje nowoczesną formą budynków, położonych nad brzegiem rzeki Gwadalkiwir. Hotel jest dobrze skomunikowany z centrum Sewilli, a wielką atrakcją dla rodzin z dziećmi jest Isla Mágica – park rozrywki, położony dwa kroki stąd. Na miejscu Goście mają do wyboru kilka restauracji, basen zewnętrzny i kryty, siłownię, oraz przestronne, gustownie urządzone pokoje. Nowoczesne centrum konferencyjne polecamy organizatorom prestiżowych konferencji i eventów.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Barceló_Sevilla_Renacimiento.jpg
Hotel H10 Corregidor Boutique,"""Pełen uroku butikowy hotel, całkowicie odnowiony w 2021 roku. Goście doceniają rewelacyjne położenie w zabytkowym centrum miasta i dzielnicy handlowej, w pobliżu głównych atrakcji turystycznych stolicy Andaluzji. Hotel wyróżnia się eleganckim i ponadczasowym stylem, zachowując całą esencję Sewilli. Oferuje komfortowe pokoje, restaurację serwującą śniadania oraz taras na andaluzyjskim dziedzińcu z typową fontanną oraz bramą z kutego żelaza z końca XIX w. i płytkami ceramicznymi pochodzącymi z Wystawy Światowej w Sewilli w 1929 r.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_H10_Corregidor_Boutique.jpg
Hotel Meliá Sevilla,"""Wysoki standard hotelu należącego do światowej sieci Meliá i doskonała jakość świadczonych usług sprawiają, że pobyt w tym miejscu to świetny wybór dla wszystkich szukających komfortowego i aktywnego wypoczynku. Dzięki bliskiemu położeniu od centrum Sewilli, jest idealny na city break w promieniach hiszpańskiego słońca. Będąc na miejscu koniecznie wybierz się na Plac Hiszpański, zobacz także fascynujący pałac Alcázar i Katedrę Najświętszej Marii Panny. Na miejscu duży basen, w którym możesz popływać lub zrelaksować się na leżaku po dniu intensywnego zwiedzania stolicy flamenco. Do dyspozycji Gości także 2 restauracje, w tym 1 z tarasem i bar oraz doskonałe zaplecze konferencyjne.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Meliá_Sevilla.jpg
Abba Sevilla Hotel,"""Witaj w tętniącym życiem sercu Sewilli! Zanurz się w bogatej historii miasta i poznaj jego największe atrakcje – zaledwie krótki spacer dzieli Cię od sławnego pałacu Alkazar czy Placu Hiszpańskiego. Do tego doskonała komunikacja i bliskość przystanków sprawią, że szybko i łatwo zwiedzisz położone nieco dalej znane miejsca i lokalne perełki. Zlokalizowany przy charakterystycznej konstrukcji Setas de Sevilla na placu La Encarnación, łączy wyrafinowany styl z nowoczesnymi rozwiązaniami technologicznymi, tak aby spędzony tutaj czas wiązał się z najwyższym komfortem wypoczynku. Niezależnie czy podróżujesz z rodziną czy w interesach, urzekną Cię przestronne i wyjątkowo zadbane pokoje, a hotelowy taras z niewielkim basenem i zachwycającym widokiem na miasto stanie się Twoim ulubionym miejscem relaksu w czasie pobytu.""",hiszpania,sewilla,hiszpania_sewilla_Abba_Sevilla_Hotel.jpg
Hotel Vincci Molviedro,"""Elegancki hotel położony w doskonałej lokalizacji, w odległości spaceru od katedry Najświętszej Marii Panny i pałacu Alkazar, jest świetną opcją dla osób, które pragną połączyć wypoczynek ze zwiedzaniem największych atrakcji Sewilli. Gustownie urządzone wnętrza łączą w sobie barwne, andaluzyjskie akcenty, stylowe i komfortowe pokoje są wyposażone we wszystkie potrzebne wygody, a miła i pomocna obsługa charakteryzuje się indywidualnym podejściem do każdego Gościa. Dużym atutem hotelu jest taras z basenem na dachu – idealne miejsce do odpoczynku po aktywnie spędzonym dniu. Chwalony także za smaczne śniadania, wspaniałą atmosferę i wysoką jakość usług.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Vincci_Molviedro.jpg
Hotel Colón Gran Meliá,"""Elegancki i luksusowy, położony w odległości spaceru od centrum i najważniejszych atrakcji Sewilli, jest znakomitym wyborem na urlop połączony ze zwiedzaniem najpiękniejszych zakątków stolicy Andaluzji. Firmowany przez renomowaną sieć Meliá, gwarantuje doskonały serwis i wysoki poziom usług. Do dyspozycji Gości są 2 restauracje serwujące wyśmienite potrawy kuchni lokalnej, klimatyczny bar znany z szerokiej oferty koktajli oraz profesjonalne centrum wellness & spa. Przestronne i komfortowe pokoje urządzone są gustownie i ze smakiem oraz posiadają wszystkie niezbędne udogodnienia. Mocnym atutem tego miejsca jest basen typu infinity zlokalizowany na dachu budynku, z którego podczas relaksującej kąpieli można podziwiać zachwycającą panoramę miasta. Ze względu na 6 dobrze wyposażonych sal konferencyjnych, hotel polecany jest także do organizacji wyjazdów biznesowych oraz szkoleń.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Colón_Gran_Meliá.jpg
Hotel H10 Casa de la Plata,"""Nowoczesny, niezwykle stylowy i elegancki leży przy popularnym deptaku w samym historycznym centrum miasta. Oryginalny wystrój wnętrz, inspirowany typowym sewilskim domem, łączy tradycyjne elementy, takie jak ceramika i kafelki typowe dla Sewilli, z bardziej współczesnymi elementami. Hotel oferuje komfortowe, szykowne pokoje, klimatyczną restaurację śniadaniową z uroczym patio w andaluzyjskim stylu, bar, a także malowniczy taras z niedużym basenem i panoramicznym widokiem na miasto.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_H10_Casa_de_la_Plata.jpg
Hotel Catalonia Giralda,"""Stylowy hotel w zabytkowym centrum pięknej Sewilli zaprasza na komfortowy wypoczynek po intensywnym zwiedzaniu lub biznesowych spotkaniach. Swoją nazwę wziął od słynnej dzwonnicy katedry, znajdującej się w jego pobliżu. Stąd wszędzie jest blisko – zarówno do wspaniałych zabytków stolicy Andaluzji, jak i barów tapas, restauracji oraz najsłynniejszych ulic handlowych. Na miejscu do dyspozycji Gości jest restauracja śniadaniowa, snack bar, siłownia, nieduży kryty basen oraz funkcjonalnie urządzone pokoje.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Catalonia_Giralda.jpg
Hotel Colón Gran Meliá,"""Elegancki i luksusowy, położony w odległości spaceru od centrum i najważniejszych atrakcji Sewilli, jest znakomitym wyborem na urlop połączony ze zwiedzaniem najpiękniejszych zakątków stolicy Andaluzji. Firmowany przez renomowaną sieć Meliá, gwarantuje doskonały serwis i wysoki poziom usług. Do dyspozycji Gości są 2 restauracje serwujące wyśmienite potrawy kuchni lokalnej, klimatyczny bar znany z szerokiej oferty koktajli oraz profesjonalne centrum wellness & spa. Przestronne i komfortowe pokoje urządzone są gustownie i ze smakiem oraz posiadają wszystkie niezbędne udogodnienia. Mocnym atutem tego miejsca jest basen typu infinity zlokalizowany na dachu budynku, z którego podczas relaksującej kąpieli można podziwiać zachwycającą panoramę miasta. Ze względu na 6 dobrze wyposażonych sal konferencyjnych, hotel polecany jest także do organizacji wyjazdów biznesowych oraz szkoleń.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Colón_Gran_Meliá.jpg
Hotel Catalonia Santa Justa,"""Odkryj skarby Sewilli, pięknej stolicy Andaluzji i wypoczywaj w komfortowym hotelu w dzielnicy Santa Justa. Niedawno odnowiony i zmodernizowany, leży tylko kilka minut spacerem od zabytkowego centrum Sewilli i Giraldy, a wokół znajdziesz wiele barów, kawiarni, sklepów i restauracji. Wyjątkowe miejsca w hotelu to przyjemne patio z typowym andaluzyjskim wystrojem, a także rewelacyjny taras na dachu z basenem, jacuzzi i wspaniałym widokiem na stare miasto ze słynną katedrą! Na miejscu Goście mają do dyspozycji restaurację śniadaniową i snack bar, centrum spa oraz nowocześnie i estetycznie urządzone pokoje wyposażone we wszystkie wygody.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Catalonia_Santa_Justa.jpg
Hotel Vincci La Rábida,"""Położony blisko centrum i największych zabytków Sewilli jest doskonałą propozycją na hiszpański city break w stolicy flamenco! Do takich atrakcji turystycznych, jak Katedra Najświętszej Marii Panny czy pałac Alcázar dotrzesz krótkim spacerem. Warto wybrać się też nieco dalej, by na żywo zobaczyć Torre del Oro i słynny Plac Hiszpański. Spotkanie z historią czeka też na miejscu – hotel mieści się bowiem w jednym z najbardziej charakterystycznych andaluzyjskich pałaców z XVIII wieku! Do dyspozycji Gości bar na dachu, gdzie możesz zrelaksować się po dniu spędzonym na aktywnym zwiedzaniu. Chwalony za smaczną i urozmaiconą kuchnię oraz miłą i pomocną obsługę.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Vincci_La_Rábida.jpg
Hotel Catalonia Santa Justa,"""Odkryj skarby Sewilli, pięknej stolicy Andaluzji i wypoczywaj w komfortowym hotelu w dzielnicy Santa Justa. Niedawno odnowiony i zmodernizowany, leży tylko kilka minut spacerem od zabytkowego centrum Sewilli i Giraldy, a wokół znajdziesz wiele barów, kawiarni, sklepów i restauracji. Wyjątkowe miejsca w hotelu to przyjemne patio z typowym andaluzyjskim wystrojem, a także rewelacyjny taras na dachu z basenem, jacuzzi i wspaniałym widokiem na stare miasto ze słynną katedrą! Na miejscu Goście mają do dyspozycji restaurację śniadaniową i snack bar, centrum spa oraz nowocześnie i estetycznie urządzone pokoje wyposażone we wszystkie wygody.""",hiszpania,sewilla,hiszpania_sewilla_Hotel_Catalonia_Santa_Justa.jpg
Hotel Ibis Styles Krabi Ao Nang,"""Nowoczesny, stylowy i świetnie wyposażony, jest doskonałym miejscem na tajskie wakacje z przyjaciółmi. Dogodne położenie – blisko pełnego rozrywek centrum Ao Nang i niedaleko plaży, do której można dojechać bezpłatnym hotelowym busem. Na miejscu zadbany basen z tarasem i pięknym widokiem na wapienne skały i zieloną dżunglę. Doskonały jako baza wypadowa do zwiedzania malowniczych okolic Krabi.""",tajlandia,krabi,tajlandia_krabi_Hotel_Ibis_Styles_Krabi_Ao_Nang.jpg
Hotel Dusit Thani Krabi Beach Resort,"""Romantyczna sceneria, wypielęgnowany ogród przy plaży i serwis na najwyższym poziomie – doskonałe miejsce na luksusowe wakacje we dwoje w hotelu zarządzanym przez renomowaną sieć hotelową Dusit Thani. Położony w pierwszej linii brzegowej, zbudowany w tajskim stylu, oferuje eleganckie pokoje wyposażone we wszystkie potrzebne udogodnienia. Do dyspozycji Gości są 2 baseny infinity, gustowne restauracje i kilka barów. Chwile relaksu zapewnią zabiegi w profesjonalnym centrum Mandara Spa i odpoczynek w hamakach rozwieszonych w ogrodzie, z którego można podziwiać piękny widok na Morze Andamańskie. Polecany na romantyczny wyjazd i podróż poślubną.""",tajlandia,krabi,tajlandia_krabi_Hotel_Dusit_Thani_Krabi_Beach_Resort.jpg
Hotel Krabi Cha-Da Resort,"""Otoczony tropikalnym lasem, z malowniczym widokiem na zatokę. Położony w Ao Nang, słynącym jako doskonała baza wypadowa do zwiedzania regionu Krabi, będzie dobrym wyborem dla wielbicieli aktywnego wypoczynku. Do dyspozycji Gości jest piękny basen na tarasie z widokiem na morze, zlokalizowany na wysokości 6. piętra. Dla smakoszy tajskiej kuchni dużym atutem będzie możliwość skosztowania lokalnych specjałów serwowanych przez hotelową restaurację.""",tajlandia,krabi,tajlandia_krabi_Hotel_Krabi_Cha-Da_Resort.jpg
Hotel Cha-Da Thai Village Resort,"""Zaprojektowany w tradycyjnym tajskim stylu, otoczony skałami i zielonymi wzgórzami. Położony blisko słynnych plaż Ao Nang i Nappharat Thara, do których można dotrzeć stąd spacerem. Bezpłatny bus hotelowy kursuje do prywatnego klubu na plaży, gdzie warto wynająć łódkę i zwiedzić okoliczne wysepki. Wypoczynek z pewnością umili ładny kompleks basenowy z barem typu swim-up, otoczony soczystym, tropikalnym ogrodem, przestronne, wygodne pokoje i możliwość wypróbowania tradycyjnych tajskich potraw. W 2022 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.""",tajlandia,krabi,tajlandia_krabi_Hotel_Cha-Da_Thai_Village_Resort.jpg
Hotel Royal Thalassa Monastir,"""Położony tuż przy piaszczystej plaży z bezpłatnym serwisem i barem all inclusive jest idealną propozycją, dla tych którzy cenią nie tylko wygodę i komfort podczas wakacji, ale także świetną zabawę! Duży basen z widokiem na morze, wiele udogodnień sportowo-rekreacyjnych oraz urozmaicone animacje zapewnią rozrywkę i dobry humor przez cały dzień. Chwilę oddechu można złapać w przestronnych i nowocześnie urządzonych pokojach z bezpłatnym dostępem do internetu. Dla spragnionych relaksu i wyciszenia doskonałym miejscem będzie centrum thalassoterapii z krytym basenem i szeroką ofertą zabiegów pielęgnacyjnych.""",tunezja,monastir,tunezja_monastir_Hotel_Royal_Thalassa_Monastir.jpg
Hotel Helya Beach Resort,"""Położony w przepięknie utrzymanym ogrodzie z egzotycznymi palmami, tuż przy piaszczystej plaży z malowniczym widokiem na Morze Śródziemne, jest doskonałą opcją na beztroskie wakacje z rodziną. To miejsce z całą gamą atrakcji, które z pewnością nie pozwolą na nudę! Odpręż się na leżaku z zimnym drinkiem w dłoni albo popływaj w jednym z 4 basenów. Zadbaj o formę grając w tenisa lub siatkówkę plażową, a jeśli jesteś miłośnikiem błogiego lenistwa zrelaksuj się w hotelowym centrum spa. Znajdzie się tu też mnóstwo rozrywek dla dzieciaków, które mogą zaszaleć na zjeżdżalniach wodnych, w pokoju zabaw czy miniklubie. Po całodziennych aktywnościach polecamy pyszną kolację składającą się z lokalnych specjałów oraz kieliszek wina z bogatej oferty all inclusive.""",tunezja,monastir,tunezja_monastir_Hotel_Helya_Beach_Resort.jpg
Hotel Barut Lara Collection,"""Położony we wspaniałym, zielonym ogrodzie, należy do prestiżowej sieci hotelowej Barut, znanej z doskonałego serwisu. Nowoczesna architektura, pięknie zaprojektowane baseny i eleganckie lobby zachwycają Gości już od samego wejścia do hotelu. Rewelacyjna, piaszczysta plaża i krystalicznie czyste Morze Śródziemne, wspaniałe restauracje i bary, niezliczona ilość atrakcji dla dzieci i dorosłych, świetnie wyposażone centrum spa, a także bogata oferta all inclusive z napojami serwowanymi przez całą dobę – to wszystko czeka tutaj na Ciebie i Twoich bliskich. Idealny wybór na beztroskie wakacje w luksusowym wydaniu!""",turcja,antalya,turcja_antalya_Hotel_Barut_Lara_Collection.jpg
Hotel Labranda TMT,"""Oddaj się w objęcia pełnego relaksu w stylowym, doskonale położonym hotelu i w pełni skorzystaj z tureckiego słońca! 3 restauracje pełne zróżnicowanych dań i 5 świetnie rozmieszczonych barów zachwycą miłośników pysznej kuchni i świetnych koktajli, zadbany ogród pozwoli odpocząć w cieniu i odnowić swoją więź z naturą, a 3 baseny, w tym ze zjeżdżalniami dostarczą mocy zabawy dla całej rodziny. Bogata oferta sportowo-rekreacyjna z pewnością zadowoli pasjonatów sportu, piękna plaża tuż przy hotelu jest doskonałym miejscem na chwilę odpoczynku, czy spróbowania swoich sił w sportach wodnych, a niewielka odległość od centrum pełnego sklepów, knajpek i wakacyjnych rozrywek Bodrum nie pozwoli nawet na chwilę nudy! Po dniu pełnym wrażeń można zregenerować siły w przestronnych, funkcjonalnie urządzonych pokojach.""",turcja,bodrum,turcja_bodrum_Hotel_Labranda_TMT.jpg
Hotel Sentido Bellazure,"""Nowoczesny i stylowy, pięknie położony na wzgórzu z zachwycającym widokiem na morze. Atutem hotelu są przestronne, pięknie zaaranżowane pokoje i najwyższa jakość świadczonych usług. Do dyspozycji Gości jest ciekawie zaprojektowany duży basen oraz nowoczesne centrum spa. Kameralna atmosfera i romantyczna sceneria czynią hotel idealnym miejscem na romantyczne wakacje we dwoje. W 2022 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.""",turcja,bodrum,turcja_bodrum_Hotel_Sentido_Bellazure.jpg
